NO,RSSI1,RSSI2,RSSI3,RSSI4,RSSI5,RSSI6,TARGET
6633,-68,-69,-70,-72,-76,-72,51
6634,-67,-69,-71,-66,-77,-72,51
6635,-66,-69,-71,-73,-77,-71,51
6636,-67,-69,-70,-72,-78,-73,51
6637,-67,-69,-71,-72,-81,-72,51
6638,-67,-70,-71,-73,-76,-71,51
6639,-67,-68,-71,-71,-77,-71,51
6640,-67,-69,-71,-72,-77,-71,51
6641,-68,-69,-71,-73,-76,-72,51
6642,-68,-69,-71,-71,-77,-73,51
6643,-67,-68,-71,-73,-77,-73,51
6644,-67,-69,-71,-72,-77,-72,51
6645,-68,-69,-71,-73,-77,-71,51
6646,-68,-69,-71,-72,-77,-72,51
6647,-67,-69,-71,-72,-77,-72,51
6648,-68,-68,-71,-71,-77,-72,51
6649,-67,-68,-71,-73,-77,-71,51
6650,-66,-69,-71,-72,-77,-71,51
6651,-67,-69,-71,-72,-77,-71,51
6652,-67,-68,-71,-72,-77,-72,51
6653,-67,-68,-70,-72,-78,-71,51
6654,-67,-69,-70,-66,-78,-72,51
6655,-68,-69,-71,-72,-77,-72,51
6656,-68,-68,-71,-73,-77,-72,51
6657,-67,-69,-71,-72,-77,-71,51
6658,-68,-68,-71,-71,-76,-71,51
6659,-67,-69,-71,-73,-77,-73,51
6660,-68,-69,-70,-72,-77,-71,51
6661,-66,-65,-65,-65,-76,-79,51
6662,-67,-69,-71,-72,-78,-71,51
6663,-67,-69,-70,-66,-76,-72,51
6664,-68,-69,-70,-71,-76,-73,51
6665,-68,-68,-70,-71,-76,-72,51
6666,-68,-69,-71,-73,-76,-70,51
6667,-67,-70,-70,-71,-76,-73,51
6668,-67,-69,-71,-72,-77,-72,51
6669,-67,-69,-71,-72,-78,-73,51
6670,-67,-69,-70,-72,-78,-71,51
6671,-67,-68,-70,-71,-77,-71,51
6672,-68,-69,-71,-72,-84,-71,51
6673,-66,-70,-71,-72,-78,-72,51
6674,-66,-69,-71,-71,-79,-72,51
6675,-67,-70,-70,-72,-78,-74,51
6676,-67,-69,-71,-72,-77,-71,51
6677,-67,-70,-71,-72,-77,-72,51
6678,-67,-69,-71,-71,-79,-73,51
6679,-67,-69,-71,-72,-78,-73,51
6680,-67,-69,-71,-71,-77,-73,51
6681,-67,-70,-71,-71,-77,-73,51
6682,-67,-69,-72,-71,-78,-73,51
6683,-67,-68,-71,-71,-80,-71,51
6684,-67,-69,-72,-71,-79,-73,51
6685,-66,-68,-65,-66,-85,-74,51
6686,-68,-69,-71,-72,-78,-73,51
6687,-67,-66,-65,-72,-77,-84,51
6688,-67,-68,-65,-65,-77,-72,51
6689,-67,-69,-72,-71,-78,-73,51
6690,-68,-65,-71,-73,-76,-72,51
6691,-68,-69,-72,-72,-76,-72,51
6692,-68,-68,-72,-71,-77,-72,51
6693,-67,-69,-72,-72,-77,-73,51
6694,-68,-68,-72,-72,-76,-72,51
6695,-67,-69,-71,-71,-77,-72,51
6696,-68,-68,-72,-72,-77,-72,51
6697,-67,-68,-72,-72,-76,-74,51
6698,-67,-69,-72,-71,-77,-73,51
6699,-68,-68,-72,-71,-77,-73,51
6700,-67,-69,-71,-71,-77,-71,51
6701,-67,-68,-72,-71,-76,-71,51
6702,-67,-69,-72,-72,-77,-73,51
6703,-67,-68,-72,-71,-77,-73,51
6704,-68,-69,-72,-72,-76,-72,51
6705,-68,-68,-72,-72,-77,-72,51
6706,-68,-69,-72,-72,-76,-72,51
6707,-68,-69,-71,-72,-76,-72,51
6708,-67,-68,-72,-72,-77,-72,51
6709,-67,-68,-72,-72,-77,-73,51
6710,-67,-68,-72,-73,-76,-72,51
6711,-67,-68,-72,-72,-76,-71,51
6712,-66,-68,-72,-67,-77,-72,51
6713,-67,-66,-66,-71,-78,-77,51
6714,-66,-69,-72,-72,-77,-74,51
6715,-67,-68,-71,-73,-76,-72,51
6716,-68,-68,-72,-72,-77,-73,51
6717,-67,-68,-72,-72,-76,-71,51
6718,-68,-68,-71,-73,-76,-73,51
6719,-67,-68,-73,-72,-76,-73,51
6720,-68,-69,-72,-71,-75,-72,51
6721,-68,-69,-72,-72,-75,-73,51
6722,-67,-69,-72,-72,-77,-73,51
6723,-67,-68,-72,-72,-76,-78,51
6724,-68,-66,-71,-72,-85,-73,51
6725,-68,-69,-73,-71,-75,-73,51
6726,-68,-69,-72,-72,-76,-73,51
6727,-67,-68,-73,-72,-76,-72,51
6728,-68,-68,-72,-73,-76,-72,51
6729,-67,-69,-72,-73,-77,-73,51
6730,-68,-69,-72,-72,-76,-74,51
6731,-69,-69,-72,-71,-75,-73,51
6732,-68,-69,-72,-72,-76,-74,51
6733,-68,-68,-72,-72,-76,-74,51
6734,-70,-69,-72,-72,-75,-74,51
6735,-68,-68,-72,-73,-76,-71,51
6736,-69,-69,-73,-72,-76,-73,51
6737,-66,-69,-72,-72,-88,-73,51
6738,-68,-69,-72,-71,-75,-73,51
6739,-68,-69,-72,-73,-76,-73,51
6740,-66,-68,-71,-73,-75,-73,51
6741,-69,-69,-72,-71,-75,-74,51
6742,-69,-69,-73,-72,-75,-72,51
6743,-69,-69,-72,-71,-76,-72,51
6744,-67,-69,-73,-72,-76,-73,51
6745,-66,-67,-66,-65,-85,-79,51
6746,-69,-70,-72,-72,-76,-73,51
6747,-68,-68,-73,-72,-76,-72,51
6748,-66,-68,-66,-65,-85,-81,51
6749,-71,-69,-72,-71,-76,-72,51
6750,-69,-69,-72,-72,-76,-73,51
6751,-69,-69,-72,-71,-76,-72,51
6752,-68,-69,-73,-72,-76,-73,51
6753,-68,-68,-73,-72,-76,-73,51
6754,-69,-69,-72,-72,-75,-72,51
6755,-67,-69,-71,-71,-76,-74,51
6756,-69,-69,-72,-71,-76,-73,51
6757,-69,-68,-72,-71,-76,-71,51
6758,-68,-69,-72,-71,-75,-73,51
6759,-68,-68,-71,-73,-76,-74,51
6760,-67,-68,-73,-73,-75,-72,51
6761,-69,-68,-71,-70,-76,-72,51
6762,-68,-68,-71,-72,-76,-73,51
6763,-69,-68,-72,-71,-75,-73,51
6764,-68,-68,-72,-72,-75,-72,51
6765,-68,-68,-71,-72,-75,-72,51
6766,-68,-68,-71,-72,-76,-72,51
6767,-68,-68,-71,-72,-76,-72,51
6768,-67,-69,-71,-72,-76,-74,51
6769,-66,-68,-73,-72,-77,-73,51
6770,-67,-68,-72,-72,-77,-76,51
6771,-66,-67,-72,-72,-77,-74,51
6772,-67,-69,-71,-73,-76,-76,51
6773,-67,-66,-67,-68,-76,-75,51
6774,-67,-68,-72,-72,-76,-75,51
6775,-67,-68,-72,-71,-76,-75,51
6776,-68,-69,-71,-73,-76,-75,51
6777,-67,-68,-72,-72,-77,-76,51
6778,-66,-68,-72,-71,-77,-72,51
6779,-67,-68,-72,-72,-76,-74,51
6780,-67,-68,-72,-72,-76,-74,51
6781,-68,-68,-72,-72,-76,-74,51
6782,-67,-68,-72,-71,-76,-75,51
6783,-68,-67,-71,-71,-76,-74,51
6784,-67,-67,-67,-66,-83,-76,51
6785,-67,-69,-72,-72,-75,-74,51
6786,-68,-68,-71,-72,-76,-74,51
6787,-68,-69,-71,-72,-76,-75,51
6788,-68,-68,-71,-73,-75,-74,51
6789,-68,-68,-71,-71,-83,-74,51
6790,-67,-68,-71,-71,-75,-75,51
6791,-67,-68,-72,-71,-76,-73,51
6792,-69,-68,-71,-72,-75,-73,51
6793,-68,-68,-72,-73,-75,-72,51
6794,-67,-68,-72,-73,-75,-73,51
6795,-69,-68,-71,-71,-75,-73,51
6796,-69,-68,-67,-71,-75,-72,51
6797,-68,-68,-72,-72,-89,-74,51
6798,-69,-69,-71,-72,-75,-74,51
6799,-68,-68,-71,-72,-75,-73,51
6800,-68,-69,-67,-64,-76,-73,51
6801,-69,-69,-72,-72,-75,-75,51
6802,-66,-66,-67,-64,-90,-73,51
6803,-69,-68,-71,-71,-75,-74,51
6804,-69,-68,-72,-71,-75,-72,51
6805,-69,-69,-72,-72,-75,-73,51
6806,-69,-69,-71,-72,-75,-74,51
6807,-68,-69,-71,-73,-75,-73,51
6808,-67,-69,-72,-71,-75,-72,51
6809,-67,-64,-71,-73,-77,-74,51
6810,-68,-69,-72,-71,-75,-75,51
6811,-66,-68,-73,-71,-76,-74,51
6812,-66,-68,-72,-72,-77,-74,51
6813,-68,-69,-72,-72,-76,-74,51
6814,-67,-68,-72,-71,-76,-74,51
6815,-67,-67,-72,-72,-75,-73,51
6816,-68,-69,-72,-72,-75,-74,51
6817,-68,-68,-72,-72,-75,-73,51
6818,-73,-71,-73,-73,-75,-82,51
6819,-71,-69,-73,-73,-76,-74,51
6820,-68,-68,-72,-72,-76,-78,51
6821,-70,-69,-73,-73,-76,-76,51
6822,-69,-69,-73,-72,-76,-78,51
6823,-70,-69,-73,-73,-76,-74,51
6824,-69,-69,-73,-73,-75,-78,51
6825,-70,-70,-73,-72,-75,-79,51
6826,-69,-69,-74,-73,-75,-80,51
6827,-69,-70,-69,-73,-87,-80,51
6828,-69,-69,-74,-73,-75,-80,51
6829,-69,-70,-73,-73,-75,-77,51
6830,-69,-70,-73,-72,-75,-78,51
6831,-68,-69,-75,-72,-75,-78,51
6832,-68,-69,-75,-71,-75,-75,51
6833,-68,-69,-73,-71,-75,-75,51
6834,-66,-68,-73,-71,-75,-76,51
6835,-68,-67,-73,-71,-74,-78,51
6836,-68,-68,-73,-72,-75,-76,51
6837,-68,-68,-73,-72,-75,-76,51
6838,-68,-68,-73,-72,-76,-77,51
6839,-66,-68,-73,-72,-77,-74,51
6840,-66,-68,-74,-72,-77,-76,51
6841,-68,-69,-72,-72,-76,-78,51
6842,-68,-69,-73,-72,-75,-75,51
6843,-68,-69,-72,-72,-75,-76,51
6844,-69,-68,-72,-71,-75,-74,51
6845,-69,-69,-72,-73,-75,-73,51
6846,-65,-68,-72,-72,-76,-71,51
6847,-66,-67,-73,-72,-76,-73,51
6848,-67,-68,-68,-72,-76,-76,51
6849,-66,-68,-75,-71,-76,-71,51
6850,-68,-68,-73,-72,-75,-78,51
6851,-68,-69,-73,-72,-75,-74,51
6852,-67,-68,-72,-72,-76,-75,51
6853,-68,-68,-73,-71,-75,-73,51
6854,-69,-69,-73,-72,-75,-75,51
6855,-69,-68,-73,-71,-75,-76,51
6856,-69,-68,-72,-71,-75,-75,51
6857,-69,-69,-73,-71,-74,-70,51
6858,-69,-68,-73,-72,-74,-76,51
6859,-69,-68,-72,-72,-75,-73,51
6860,-64,-68,-67,-72,-74,-71,51
6861,-69,-68,-73,-71,-75,-76,51
6862,-71,-69,-72,-71,-74,-73,51
6863,-69,-69,-72,-64,-74,-74,51
6864,-69,-69,-72,-71,-74,-73,51
6865,-69,-68,-72,-71,-75,-74,51
6866,-68,-68,-72,-72,-74,-73,51
6867,-69,-68,-72,-72,-74,-74,51
6868,-70,-68,-72,-71,-75,-75,51
6869,-69,-68,-73,-71,-74,-73,51
6870,-69,-68,-72,-72,-74,-72,51
6871,-68,-68,-73,-72,-74,-75,51
6872,-68,-68,-72,-73,-74,-75,51
6873,-69,-68,-72,-72,-74,-74,51
6874,-69,-69,-72,-73,-74,-73,51
6875,-68,-68,-73,-71,-74,-77,51
6876,-69,-69,-72,-73,-74,-74,51
6877,-69,-68,-73,-72,-75,-73,51
6878,-68,-67,-73,-72,-75,-75,51
6879,-68,-69,-72,-73,-75,-75,51
6880,-67,-68,-72,-72,-76,-74,51
6881,-69,-69,-71,-72,-75,-72,51
6882,-68,-69,-72,-71,-75,-74,51
6883,-68,-69,-71,-71,-74,-75,51
6884,-69,-69,-68,-72,-74,-70,51
6885,-66,-69,-72,-71,-75,-74,51
6886,-67,-68,-72,-71,-75,-73,51
6887,-65,-68,-72,-72,-75,-75,51
6888,-67,-68,-72,-71,-75,-73,51
6889,-68,-68,-72,-72,-75,-75,51
6890,-69,-68,-72,-72,-75,-74,51
6891,-68,-69,-72,-72,-75,-74,51
6892,-67,-68,-72,-71,-75,-74,51
6893,-68,-68,-73,-71,-75,-76,51
6894,-69,-69,-73,-71,-95,-75,51
6895,-70,-69,-72,-71,-74,-69,51
6896,-71,-68,-72,-72,-75,-72,51
6897,-72,-69,-72,-72,-74,-72,51
6898,-69,-70,-72,-73,-75,-73,51
6899,-71,-66,-73,-73,-74,-70,51
6900,-70,-67,-73,-72,-74,-71,51
6901,-70,-69,-72,-73,-75,-71,51
6902,-69,-69,-68,-73,-74,-73,51
6903,-68,-68,-73,-71,-86,-75,51
6904,-69,-68,-72,-72,-75,-77,51
6905,-70,-69,-73,-72,-75,-68,51
6906,-71,-66,-72,-71,-74,-72,51
6907,-69,-68,-72,-71,-75,-74,51
6908,-70,-68,-73,-72,-74,-76,51
6909,-70,-68,-73,-71,-75,-75,51
6910,-69,-68,-72,-71,-75,-75,51
6911,-69,-68,-72,-71,-74,-75,51
6912,-68,-68,-72,-64,-75,-76,51
6913,-67,-68,-72,-72,-75,-73,51
6914,-67,-69,-72,-72,-75,-74,51
6915,-69,-68,-71,-73,-75,-75,51
6916,-70,-69,-72,-72,-75,-75,51
6917,-69,-69,-71,-71,-75,-73,51
6918,-68,-68,-72,-71,-75,-74,51
6919,-68,-69,-72,-72,-74,-76,51
6920,-67,-69,-72,-72,-76,-72,51
6921,-67,-68,-71,-72,-77,-73,51
6922,-67,-67,-72,-72,-75,-73,51
6923,-68,-69,-71,-72,-76,-73,51
6924,-68,-69,-73,-72,-76,-72,51
6925,-68,-68,-71,-72,-75,-73,51
6926,-67,-67,-71,-72,-76,-72,51
6927,-66,-68,-73,-71,-77,-74,51
6928,-67,-67,-72,-72,-75,-73,51
6929,-66,-68,-72,-71,-77,-74,51
6930,-67,-67,-73,-72,-76,-72,51
6931,-67,-67,-71,-65,-86,-73,51
6932,-67,-68,-73,-72,-76,-73,51
6933,-67,-68,-71,-72,-76,-72,51
6934,-67,-69,-71,-72,-76,-74,51
6935,-67,-68,-71,-71,-76,-71,51
6936,-66,-67,-72,-70,-78,-72,51
6937,-66,-67,-72,-71,-77,-72,51
6938,-68,-68,-72,-73,-75,-73,51
6939,-68,-68,-71,-72,-75,-73,51
6940,-68,-68,-66,-64,-76,-72,51
6941,-67,-68,-71,-64,-86,-72,51
6942,-69,-68,-71,-73,-74,-73,51
6943,-68,-69,-72,-64,-76,-72,51
6944,-67,-68,-71,-71,-76,-72,51
6945,-64,-69,-67,-63,-76,-71,51
6946,-69,-68,-73,-72,-76,-73,51
6947,-69,-68,-71,-72,-75,-73,51
6948,-67,-69,-72,-73,-75,-73,51
6949,-65,-68,-67,-72,-75,-71,51
6950,-69,-68,-72,-72,-74,-73,51
6951,-69,-68,-72,-63,-75,-74,51
6952,-69,-68,-72,-73,-75,-74,51
6953,-70,-68,-72,-72,-74,-73,51
6954,-71,-68,-72,-72,-74,-75,51
6955,-70,-69,-73,-64,-74,-77,51
6956,-69,-68,-72,-72,-75,-74,51
6957,-69,-68,-73,-72,-74,-77,51
6958,-70,-69,-72,-72,-75,-73,51
6959,-71,-68,-73,-71,-74,-72,51
6960,-70,-68,-72,-72,-74,-72,51
6961,-69,-69,-72,-71,-74,-75,51
6962,-68,-68,-68,-64,-74,-68,51
6963,-68,-68,-73,-71,-74,-74,51
6964,-68,-68,-73,-63,-75,-74,51
6965,-69,-68,-72,-71,-74,-74,51
6966,-70,-68,-73,-71,-74,-72,51
6967,-64,-68,-67,-63,-90,-69,51
6968,-68,-68,-72,-72,-75,-73,51
6969,-67,-67,-72,-72,-75,-74,51
6970,-67,-68,-72,-72,-75,-75,51
6971,-67,-67,-73,-72,-85,-71,51
6972,-68,-68,-72,-71,-75,-74,51
6973,-68,-68,-72,-72,-75,-74,51
6974,-67,-68,-71,-72,-75,-72,51
6975,-67,-67,-72,-72,-76,-71,51
6976,-64,-68,-67,-64,-88,-72,51
6977,-67,-68,-73,-62,-76,-72,51
6978,-69,-68,-71,-71,-75,-72,51
6979,-69,-69,-71,-71,-75,-76,51
6980,-67,-68,-72,-71,-76,-73,51
6981,-68,-68,-72,-71,-75,-76,51
6982,-67,-68,-72,-71,-75,-73,51
6983,-68,-68,-72,-72,-76,-73,51
6984,-69,-68,-71,-64,-74,-71,51
6985,-68,-69,-72,-71,-74,-75,51
6986,-69,-69,-72,-72,-74,-73,51
6987,-68,-68,-72,-71,-75,-75,51
6988,-67,-69,-72,-72,-75,-73,51
6989,-68,-69,-72,-73,-75,-73,51
6990,-69,-68,-72,-72,-75,-75,51
6991,-71,-68,-71,-72,-75,-74,51
6992,-70,-68,-72,-71,-75,-73,51
6993,-72,-68,-67,-63,-75,-67,51
6994,-71,-67,-67,-64,-93,-76,51
6995,-69,-68,-73,-72,-74,-76,51
6996,-71,-69,-72,-72,-75,-73,51
6997,-71,-67,-73,-72,-75,-74,51
6998,-70,-67,-68,-72,-75,-73,51
6999,-71,-67,-72,-72,-75,-72,51
7000,-71,-68,-72,-72,-74,-74,51
7001,-69,-68,-72,-72,-74,-73,51
7002,-70,-68,-72,-73,-74,-75,51
7003,-71,-67,-73,-71,-74,-76,51
7004,-68,-69,-72,-73,-74,-71,51
7005,-69,-68,-72,-71,-75,-73,51
7006,-70,-68,-73,-72,-74,-74,51
7007,-70,-67,-73,-72,-75,-76,51
7008,-70,-68,-73,-71,-97,-73,51
7009,-69,-68,-72,-71,-75,-73,51
7010,-64,-69,-68,-64,-95,-69,51
7011,-69,-69,-74,-71,-74,-75,51
7012,-71,-68,-72,-71,-74,-74,51
7013,-63,-69,-67,-71,-75,-74,51
7014,-71,-68,-73,-72,-74,-75,51
7015,-71,-68,-73,-72,-74,-75,51
7016,-71,-68,-73,-72,-75,-72,51
7017,-70,-68,-73,-71,-74,-73,51
7018,-70,-69,-73,-72,-74,-73,51
7019,-70,-67,-68,-63,-74,-68,51
7020,-63,-67,-68,-72,-76,-74,51
7021,-68,-69,-73,-71,-74,-75,51
7022,-69,-69,-73,-72,-75,-76,51
7023,-69,-68,-73,-71,-74,-76,51
7024,-69,-68,-73,-71,-75,-76,51
7025,-70,-69,-73,-71,-74,-76,51
7026,-70,-68,-73,-73,-75,-73,51
7027,-70,-68,-73,-72,-74,-74,51
7028,-67,-67,-72,-72,-75,-73,51
7029,-68,-67,-73,-72,-75,-75,51
7030,-68,-68,-73,-72,-75,-76,51
7031,-69,-69,-73,-71,-74,-75,51
7032,-69,-68,-72,-72,-74,-72,51
7033,-70,-68,-72,-71,-75,-72,51
7034,-70,-68,-73,-72,-75,-71,51
7035,-67,-69,-72,-71,-75,-73,51
7036,-68,-68,-72,-72,-75,-72,51
7037,-67,-68,-72,-72,-85,-72,51
7038,-68,-67,-73,-72,-75,-73,51
7039,-69,-67,-71,-72,-75,-73,51
7040,-69,-68,-72,-72,-74,-73,51
7041,-69,-68,-72,-73,-74,-73,51
7042,-69,-68,-72,-72,-75,-72,51
7043,-68,-67,-73,-72,-75,-72,51
7044,-67,-68,-72,-72,-75,-73,51
7045,-69,-68,-72,-72,-76,-71,51
7046,-70,-68,-73,-72,-74,-74,51
7047,-69,-68,-72,-71,-75,-70,51
7048,-70,-68,-72,-71,-75,-74,51
7049,-70,-69,-72,-72,-75,-74,51
7050,-68,-68,-72,-72,-75,-72,51
7051,-70,-68,-72,-71,-75,-73,51
7052,-71,-68,-72,-71,-75,-74,51
7053,-70,-69,-73,-72,-75,-74,51
7054,-69,-68,-72,-72,-75,-73,51
7055,-69,-68,-72,-72,-74,-73,51
7056,-69,-67,-72,-64,-75,-71,51
7057,-70,-68,-73,-72,-74,-73,51
7058,-71,-69,-74,-71,-75,-72,51
7059,-69,-66,-73,-71,-74,-74,51
7060,-64,-68,-74,-72,-74,-74,51
7061,-71,-69,-73,-71,-75,-72,51
7062,-70,-68,-73,-73,-74,-78,51
7063,-70,-69,-73,-72,-74,-74,51
7064,-70,-68,-74,-72,-74,-68,51
7065,-69,-68,-72,-71,-75,-71,51
7066,-69,-68,-72,-72,-75,-73,51
7067,-71,-68,-73,-72,-74,-72,51
7068,-68,-68,-74,-71,-74,-77,51
7069,-68,-68,-74,-72,-74,-75,51
7070,-69,-68,-73,-72,-74,-76,51
7071,-68,-69,-72,-72,-75,-72,51
7072,-67,-68,-72,-72,-75,-75,51
7073,-71,-72,-66,-71,-80,-83,33
7074,-72,-72,-64,-68,-86,-74,33
7075,-71,-71,-64,-67,-85,-73,33
7076,-72,-72,-64,-67,-85,-73,33
7077,-72,-72,-65,-67,-85,-74,33
7078,-71,-72,-65,-67,-84,-81,33
7079,-72,-73,-66,-66,-82,-84,33
7080,-71,-72,-66,-66,-84,-78,33
7081,-71,-72,-65,-66,-84,-77,33
7082,-72,-72,-65,-66,-85,-75,33
7083,-72,-72,-66,-66,-83,-80,33
7084,-72,-72,-66,-66,-82,-77,33
7085,-72,-73,-66,-66,-83,-80,33
7086,-72,-74,-66,-65,-82,-75,33
7087,-72,-74,-66,-66,-80,-74,33
7088,-72,-73,-60,-65,-82,-80,33
7089,-68,-73,-60,-62,-73,-76,33
7090,-72,-72,-66,-66,-82,-77,33
7091,-72,-72,-64,-66,-82,-79,33
7092,-72,-73,-66,-65,-82,-80,33
7093,-72,-73,-67,-65,-80,-74,33
7094,-73,-73,-67,-65,-80,-72,33
7095,-72,-73,-66,-66,-83,-79,33
7096,-72,-73,-66,-65,-83,-79,33
7097,-72,-73,-67,-65,-80,-78,33
7098,-72,-73,-67,-65,-82,-79,33
7099,-72,-73,-66,-65,-81,-76,33
7100,-73,-70,-66,-66,-81,-68,33
7101,-72,-73,-66,-66,-82,-79,33
7102,-72,-72,-66,-66,-83,-75,33
7103,-71,-72,-66,-66,-84,-75,33
7104,-71,-73,-66,-66,-82,-76,33
7105,-68,-73,-67,-65,-81,-76,33
7106,-72,-73,-66,-65,-82,-78,33
7107,-71,-72,-66,-66,-85,-73,33
7108,-72,-72,-65,-65,-82,-85,33
7109,-69,-73,-67,-65,-83,-81,33
7110,-72,-72,-66,-66,-83,-78,33
7111,-72,-73,-66,-65,-83,-78,33
7112,-71,-74,-65,-66,-84,-76,33
7113,-72,-74,-65,-61,-73,-73,33
7114,-72,-72,-65,-66,-83,-76,33
7115,-68,-72,-65,-61,-84,-74,33
7116,-72,-73,-65,-67,-84,-74,33
7117,-72,-72,-65,-66,-84,-75,33
7118,-71,-72,-66,-66,-84,-73,33
7119,-71,-74,-65,-67,-85,-72,33
7120,-72,-72,-65,-66,-84,-73,33
7121,-70,-72,-65,-66,-83,-74,33
7122,-71,-68,-65,-66,-74,-74,33
7123,-71,-74,-65,-66,-84,-74,33
7124,-72,-73,-65,-66,-84,-74,33
7125,-71,-72,-65,-61,-74,-74,33
7126,-72,-72,-64,-67,-85,-72,33
7127,-72,-72,-65,-66,-85,-72,33
7128,-72,-72,-66,-66,-83,-77,33
7129,-72,-73,-65,-66,-84,-77,33
7130,-72,-72,-65,-66,-83,-76,33
7131,-72,-72,-65,-66,-83,-77,33
7132,-72,-73,-65,-65,-84,-77,33
7133,-72,-74,-65,-65,-83,-83,33
7134,-71,-74,-67,-65,-80,-77,33
7135,-71,-72,-66,-65,-83,-81,33
7136,-72,-72,-66,-65,-82,-84,33
7137,-73,-74,-66,-66,-80,-67,33
7138,-72,-74,-66,-65,-81,-82,33
7139,-72,-74,-66,-65,-82,-78,33
7140,-71,-73,-65,-66,-83,-78,33
7141,-72,-73,-66,-65,-82,-82,33
7142,-72,-70,-66,-65,-81,-70,33
7143,-71,-72,-65,-65,-83,-78,33
7144,-71,-73,-67,-64,-81,-80,33
7145,-72,-73,-66,-65,-82,-80,33
7146,-72,-73,-66,-65,-81,-81,33
7147,-72,-72,-66,-64,-82,-81,33
7148,-71,-72,-66,-66,-83,-79,33
7149,-68,-72,-66,-66,-82,-78,33
7150,-72,-74,-66,-65,-80,-79,33
7151,-71,-70,-67,-62,-80,-77,33
7152,-73,-73,-67,-65,-80,-80,33
7153,-73,-74,-65,-64,-80,-75,33
7154,-72,-74,-67,-64,-79,-73,33
7155,-73,-73,-66,-65,-81,-83,33
7156,-72,-73,-66,-64,-80,-79,33
7157,-72,-73,-64,-65,-81,-81,33
7158,-72,-74,-67,-65,-80,-79,33
7159,-71,-74,-67,-65,-80,-77,33
7160,-71,-73,-67,-64,-80,-77,33
7161,-71,-74,-67,-64,-79,-75,33
7162,-72,-75,-66,-65,-80,-89,33
7163,-72,-73,-66,-65,-82,-79,33
7164,-70,-74,-66,-65,-73,-81,33
7165,-72,-73,-66,-65,-81,-80,33
7166,-72,-72,-67,-65,-80,-78,33
7167,-72,-73,-67,-62,-73,-79,33
7168,-72,-73,-67,-65,-80,-80,33
7169,-72,-73,-67,-64,-80,-80,33
7170,-72,-73,-67,-65,-80,-81,33
7171,-71,-73,-66,-65,-80,-82,33
7172,-72,-72,-66,-65,-81,-81,33
7173,-72,-74,-67,-65,-80,-80,33
7174,-72,-73,-65,-65,-81,-82,33
7175,-72,-72,-66,-64,-81,-88,33
7176,-72,-72,-66,-65,-81,-82,33
7177,-72,-73,-66,-65,-73,-68,33
7178,-72,-72,-66,-63,-80,-82,33
7179,-72,-72,-66,-66,-82,-80,33
7180,-71,-72,-66,-65,-82,-82,33
7181,-72,-73,-65,-66,-83,-77,33
7182,-71,-72,-64,-67,-83,-72,33
7183,-72,-72,-64,-67,-83,-72,33
7184,-72,-74,-65,-66,-83,-73,33
7185,-72,-72,-66,-66,-83,-72,33
7186,-72,-72,-65,-66,-83,-72,33
7187,-73,-72,-64,-65,-83,-72,33
7188,-72,-75,-65,-66,-83,-72,33
7189,-72,-72,-65,-65,-82,-75,33
7190,-72,-74,-66,-65,-81,-77,33
7191,-72,-73,-66,-65,-81,-70,33
7192,-72,-68,-66,-65,-82,-76,33
7193,-72,-73,-66,-65,-80,-78,33
7194,-72,-72,-66,-65,-82,-74,33
7195,-72,-72,-65,-66,-82,-74,33
7196,-71,-72,-66,-65,-81,-82,33
7197,-71,-73,-67,-65,-80,-85,33
7198,-73,-74,-66,-65,-81,-80,33
7199,-72,-73,-66,-65,-80,-84,33
7200,-71,-74,-67,-65,-80,-83,33
7201,-72,-74,-67,-65,-81,-85,33
7202,-72,-73,-65,-65,-80,-80,33
7203,-72,-75,-67,-65,-80,-85,33
7204,-72,-74,-66,-65,-82,-80,33
7205,-73,-73,-64,-65,-80,-68,33
7206,-69,-74,-67,-65,-80,-86,33
7207,-71,-73,-67,-62,-80,-67,33
7208,-73,-74,-67,-65,-80,-81,33
7209,-72,-73,-67,-65,-80,-87,33
7210,-73,-74,-67,-65,-80,-77,33
7211,-72,-73,-66,-65,-80,-86,33
7212,-71,-70,-60,-65,-74,-66,33
7213,-72,-76,-67,-61,-78,-75,33
7214,-71,-75,-67,-64,-78,-73,33
7215,-72,-75,-67,-64,-79,-71,33
7216,-71,-75,-67,-65,-78,-74,33
7217,-72,-74,-67,-64,-80,-80,33
7218,-72,-73,-67,-66,-79,-82,33
7219,-72,-73,-66,-65,-80,-79,33
7220,-71,-74,-66,-65,-82,-83,33
7221,-72,-73,-66,-65,-82,-86,33
7222,-72,-72,-67,-61,-81,-85,33
7223,-70,-70,-67,-62,-74,-80,33
7224,-72,-75,-66,-65,-80,-90,33
7225,-71,-73,-66,-65,-81,-87,33
7226,-71,-73,-67,-64,-80,-80,33
7227,-72,-73,-67,-65,-73,-77,33
7228,-72,-73,-66,-65,-81,-85,33
7229,-73,-75,-65,-65,-82,-80,33
7230,-72,-74,-66,-65,-81,-82,33
7231,-70,-69,-61,-61,-74,-69,33
7232,-72,-73,-66,-65,-81,-85,33
7233,-72,-72,-66,-65,-81,-84,33
7234,-69,-72,-61,-65,-74,-87,33
7235,-72,-72,-65,-62,-82,-79,33
7236,-73,-74,-66,-65,-82,-81,33
7237,-72,-73,-65,-65,-82,-84,33
7238,-69,-72,-66,-65,-74,-69,33
